asv	jun1_E_136	jun1_H2O_138	jun1_W_137	jun21_E_157	jun21_H2O_159	jun21_W_158	jun7_E_148	jun7_H2O_150	jun7_W_149	may10_E_109	may10_H2O_111	may10_W_110	may18_E_118	may18_H2O_120	may18_W_119	may25_E_127	may25_H2O_129	may25_W_128	may5_E_100	may5_W_101
ASV433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV444	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV448	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV481	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
ASV488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV506	0	0	0	46	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV526	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV560	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV570	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV571	0	0	0	0	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
ASV576	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV577	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0
ASV602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV839	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV859	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV860	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV867	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV901	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV916	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV926	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV957	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV995	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1019	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1028	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1037	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1056	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1057	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1061	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1094	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1108	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ASV1125	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1130	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
ASV1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1207	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1215	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
ASV1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1232	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1249	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1253	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV1277	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV1319	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1401	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1518	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1519	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1520	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
